mbti,enneagram,role,movie,img_url,enn_1,enn_2
ISTJ,9w8,Kyuzo,   Seven Samurai ,https://www.personality-database.com/profile_images/23687.png?=undefined,9,8
ISTJ,9w1,Tion Medon,   Star Wars,https://www.personality-database.com/profile_images/82006.png?=undefined,9,1
ISTJ,6w5,Mecha-Godzilla,   Godzilla,https://www.personality-database.com/profile_images/37700.png?=undefined,6,5
ISTJ,8w9,Detective Bigfoot,   Inherent Vice ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,3w2,General Carlist Rieekan,   Star Wars,https://www.personality-database.com/profile_images/82011.png?=undefined,3,2
ISTJ,6w5,Boggis,   Fantastic Mr. Fox ,https://www.personality-database.com/profile_images/35955.png?=undefined,6,5
ISTJ,1w9,Dr. Griffiths,   Tinker Bell ,https://www.personality-database.com/profile_images/104371.png?=undefined,1,9
ISTJ,1w9,Prostetnic Vogon Jeltz,   The Hitchhiker's Guide to the Galaxy ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,6w5,Mia Hall,   If I Stay ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Jeannette Walls,   The Glass Castle ,https://www.personality-database.com/profile_images/119024.png?=undefined,6,5
ISTJ,3w4,Zuckuss,   Star Wars,https://www.personality-database.com/profile_images/82017.png?=undefined,3,4
ISTJ,1w2,Lieutenant Commander JoAnne Galloway,   A Few Good Men ,https://www.personality-database.com/profile_images/91962.png?=undefined,1,2
ISTJ,1w2,Maharajah Zalim Singh,   Indiana Jones,https://www.personality-database.com/profile_images/24943.png?=undefined,1,2
ISTJ,5w4,Knick,   Toy Story ,https://www.personality-database.com/profile_images/178718.png?=undefined,5,4
ISTJ,9w1,Aftab Ackbar,   Star Wars,https://www.personality-database.com/profile_images/82065.png?=undefined,9,1
ISTJ,3w4,Commander Gherant,   Star Wars,https://www.personality-database.com/profile_images/35580.png?=undefined,3,4
ISTJ,1w2,Daito,   Ready Player One ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,5w6,Death,   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,9w1,Park Hie-bong,   The Host ,https://www.personality-database.com/profile_images/98842.png?=undefined,9,1
ISTJ,1w9,David Kidney,   Legally Blonde ,https://www.personality-database.com/profile_images/232731.png?=undefined,1,9
ISTJ,5w6,Mason,   Madagascar ,https://www.personality-database.com/profile_images/234183.png?=undefined,5,6
ISTJ,5w6,Jim Lovell,   Apollo 13 ,https://www.personality-database.com/profile_images/189432.png?=undefined,5,6
ISTJ,1w9,Ellis,   No Country for Old Men ,https://www.personality-database.com/profile_images/148862.png?=undefined,1,9
ISTJ,6w5,Naina Catherine Kapur,   Kal Ho Naa Ho,https://www.personality-database.com/profile_images/180297.png?=undefined,6,5
ISTJ,8w9,Luca Brazi,   The Godfather,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,5w6,Paul Sunday,   There Will Be Blood ,https://www.personality-database.com/profile_images/18452.png?=undefined,5,6
ISTJ,2w1,Water Delivery Guy (T-888),   Terminator,https://www.personality-database.com/images/profile_transparent.png,2,1
ISTJ,6w5,Captain Peavey,   Star Wars,https://www.personality-database.com/profile_images/82053.png?=undefined,6,5
ISTJ,6w5,Robert Neville,   I Am Legend ,https://www.personality-database.com/profile_images/164228.png?=undefined,6,5
ISTJ,9w8,Maggie McFly,   Back to the Future ,https://www.personality-database.com/profile_images/85339.png?=undefined,9,8
ISTJ,1w2,Mother Superior,   Sister Act ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,1w2,Mikey Abromowitz,   Surf’s Up ,https://www.personality-database.com/profile_images/31317.png?=undefined,1,2
ISTJ,1w2,Cairon,   The Neverending Story ,https://www.personality-database.com/profile_images/29620.png?=undefined,1,2
ISTJ,8w9,Mrs. Blatherwick,   Nanny McPhee ,https://www.personality-database.com/profile_images/53297.png?=undefined,8,9
ISTJ,1w9,John Hartigan,   Sin City ,https://www.personality-database.com/profile_images/127541.png?=undefined,1,9
ISTJ,1w9,Col. Brighton,   Lawrence of Arabia ,https://www.personality-database.com/profile_images/76521.png?=undefined,1,9
ISTJ,9w8,Virgil Earp,   Tombstone ,https://www.personality-database.com/profile_images/28015.png?=undefined,9,8
ISTJ,3w2,Mr. Aziz,   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/152080.png?=undefined,3,2
ISTJ,6w5,Harry Terwilliger,   The Green Mile ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,Aguilar de Nerha,   Assassin's Creed ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,9w1,Hua Li,   Mulan ,https://www.personality-database.com/profile_images/187584.png?=undefined,9,1
ISTJ,6w5,Joseph Goebbels,   Downfall ,https://www.personality-database.com/profile_images/81417.png?=undefined,6,5
ISTJ,6w5,Ardeth Bay,   The Mummy ,https://www.personality-database.com/profile_images/145706.png?=undefined,6,5
ISTJ,6w5,Mitch Emhoff,   Contagion ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,Max Von Mayerling,   Sunset Boulevard ,https://www.personality-database.com/profile_images/131754.png?=undefined,1,9
ISTJ,3w2,Michael Bryce,   The Hitman's Bodyguard ,https://www.personality-database.com/images/profile_transparent.png,3,2
ISTJ,6w5,Red,   War for the Planet of the Apes ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Leo Barnes,   The Purge,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w2,Carly Whitten,   The Other Woman ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,2w1,Thomas Burke,   Final Destination 2 ,https://www.personality-database.com/profile_images/23025.png?=undefined,2,1
ISTJ,4w5,Mr. Wing,   Gremlins ,https://www.personality-database.com/profile_images/29543.png?=undefined,4,5
ISTJ,9w1,N.J.,   Yi Yi ,https://www.personality-database.com/profile_images/111495.png?=undefined,9,1
ISTJ,8w9,Hugh Stamp,   Mission: Impossible,https://www.personality-database.com/profile_images/101628.png?=undefined,8,9
ISTJ,1w2,Frederick Treves,   The Elephant Man ,https://www.personality-database.com/profile_images/203174.png?=undefined,1,2
ISTJ,6w5,Sassy,   Homeward Bound ,https://www.personality-database.com/profile_images/49823.png?=undefined,6,5
ISTJ,2w1,Laverne,   The Hunchback of Notre Dame ,https://www.personality-database.com/profile_images/113195.png?=undefined,2,1
ISTJ,4w3,George,   Gremlins 2: The New Batch,https://www.personality-database.com/profile_images/196034.png?=undefined,4,3
ISTJ,1w9,Lidia,   Corpus Christi ,https://www.personality-database.com/profile_images/63691.png?=undefined,1,9
ISTJ,5w6,Athena,   Tomorrowland,https://www.personality-database.com/profile_images/146928.png?=undefined,5,6
ISTJ,1w2,Walter Golic,   Alien,https://www.personality-database.com/profile_images/29496.png?=undefined,1,2
ISTJ,6w5,Vinny Daniel,   The Big Short ,https://www.personality-database.com/profile_images/129234.png?=undefined,6,5
ISTJ,6w5,U.S. Marshal Vince Larkin,   Con Air,https://www.personality-database.com/profile_images/140445.png?=undefined,6,5
ISTJ,6w5,Gang Rim,   Along With The Gods,https://www.personality-database.com/profile_images/150248.png?=undefined,6,5
ISTJ,6w5,Lloyd Vogel,   A Beautiful Day in the Neighbourhood ,https://www.personality-database.com/profile_images/95408.png?=undefined,6,5
ISTJ,1w9,Agent Patrick Denham,   The Wolf of Wall Street ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,1w9,Gus,   Passengers ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,3w2,Zuul,   Ghostbusters ,https://www.personality-database.com/profile_images/29536.png?=undefined,3,2
ISTJ,1w2,Eliot Ness,   The Untouchables ,https://www.personality-database.com/profile_images/110863.png?=undefined,1,2
ISTJ,6w5,Goodnight Robicheaux,   The Magnificent Seven ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,Colonel Lucas,   Apocalypse Now ,https://www.personality-database.com/profile_images/11569.png?=undefined,1,9
ISTJ,1w2,Lt. General Robert Brewster,   Terminator,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w5,The Blind Man,   Don't Breathe,https://www.personality-database.com/profile_images/205403.png?=undefined,6,5
ISTJ,1w9,Dottie Hinson,   A League of Their Own ,https://www.personality-database.com/profile_images/17234.png?=undefined,1,9
ISTJ,6w5,Mark,   Possession ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Bill Goodfellowe,   Wolfwalkers ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w2,Rev. Graham Hess,   Signs ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w5,Ronald Lisbon,   The Virgin Suicides ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Alec Lightwood,   The Mortal Instruments: City of Bones ,https://www.personality-database.com/profile_images/19832.png?=undefined,6,5
ISTJ,2w1,Max,   Cats Don't Dance ,https://www.personality-database.com/profile_images/23711.png?=undefined,2,1
ISTJ,8w9,Michael Nantz,   Battle: Los Angeles ,https://www.personality-database.com/profile_images/58232.png?=undefined,8,9
ISTJ,6w5,Cal DeMuth,   In the Tall Grass ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,Jade,   Over the Moon ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,8w9,The lady that Chigurh asked for Moss' information but said she wasn't authorized to give him that kind of information,   No Country for Old Men ,https://www.personality-database.com/profile_images/209583.png?=undefined,8,9
ISTJ,1w9,Mackenzie Walsh,   Godmothered ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,1w9,Spots,   Isle of Dogs ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,8w9,Amanda Waller,   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137627.png?=undefined,8,9
ISTJ,1w2,Luke Brandon,   Confessions of a Shopaholic,https://www.personality-database.com/profile_images/189063.png?=undefined,1,2
ISTJ,6w5,Felix Leiter (Jeffrey Wright / Casino Royale and more),   James Bond,https://www.personality-database.com/profile_images/114244.png?=undefined,6,5
ISTJ,5w6,Phileas Fogg,   Around the World in 80 Days ,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,6w5,Sam Bowden,   Cape Fear ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,Dr Zara,   Abominable ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,6w5,Jade Fox,"   Crouching Tiger, Hidden Dragon ",https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,5w6,Nathan Wallace,   Repo! The Genetic Opera ,https://www.personality-database.com/profile_images/64709.png?=undefined,5,6
ISTJ,6w5,Pius Thicknesse,   Harry Potter ,https://www.personality-database.com/profile_images/197010.png?=undefined,6,5
ISTJ,6w5,Paul,   Who Am I- No System is Safe,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,9w1,Alexei Alexandrovich Karenin,   Anna Karenina ,https://www.personality-database.com/profile_images/14817.png?=undefined,9,1
ISTJ,8w9,Anduin Lothar,   Warcraft ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,3w4,Matthew Joy,   In the Heart of the Sea ,https://www.personality-database.com/profile_images/50029.png?=undefined,3,4
ISTJ,1w9,John O'Keefe / Sedgewick Hotel Manager,   Ghostbusters ,https://www.personality-database.com/profile_images/106300.png?=undefined,1,9
ISTJ,1w9,Hüseyin Şevki Topuz,   Hababam Sınıfı ,https://www.personality-database.com/profile_images/63506.png?=undefined,1,9
ISTJ,6w5,lewis barnavelt,   The House with a Clock in its Walls ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,florence zimmerman,   The House with a Clock in its Walls ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,5w6,Nate Gray,   Camp Rock ,https://www.personality-database.com/profile_images/184710.png?=undefined,5,6
ISTJ,1w9,St. John Rivers,   Jane Eyre ,https://www.personality-database.com/profile_images/92401.png?=undefined,1,9
ISTJ,1w9,Tik-Tok,   Return to Oz ,https://www.personality-database.com/profile_images/29648.png?=undefined,1,9
ISTJ,1w9,1946 Judge,   The Shawshank Redemption ,https://www.personality-database.com/profile_images/141998.png?=undefined,1,9
ISTJ,6w5,Douglas Fredericks,   The Dark Knight Trilogy,https://www.personality-database.com/profile_images/188800.png?=undefined,6,5
ISTJ,1w9,Doggy,   The Room ,https://www.personality-database.com/profile_images/182394.png?=undefined,1,9
ISTJ,1w2,Tim,   Robots ,https://www.personality-database.com/profile_images/75844.png?=undefined,1,2
ISTJ,6w5,Benny Pearl,   Benny & Joon ,https://www.personality-database.com/profile_images/28847.png?=undefined,6,5
ISTJ,5w6,Dr Curt Connors,   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/147544.png?=undefined,5,6
ISTJ,1w9,1946 D. A.,   The Shawshank Redemption ,https://www.personality-database.com/profile_images/141988.png?=undefined,1,9
ISTJ,6w5,The Man,   The Road ,https://www.personality-database.com/profile_images/165473.png?=undefined,6,5
ISTJ,6w5,Snake Eyes,   G.I. Joe ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,9w1,"""Mr. Fabulous"" Alan Rubin",   The Blues Brothers ,https://www.personality-database.com/profile_images/135376.png?=undefined,9,1
ISTJ,1w9,Tiberias,   Kingdom of Heaven ,https://www.personality-database.com/profile_images/23643.png?=undefined,1,9
ISTJ,6w5,Newland Archer,   The Age of Innocence ,https://www.personality-database.com/profile_images/43236.png?=undefined,6,5
ISTJ,1w9,Sylvia Marpole,   An Extremely Goofy Movie ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,8w7,Marcus Eaton,   Divergent,https://www.personality-database.com/profile_images/44932.png?=undefined,8,7
ISTJ,5w6,Mr. Ages,   The Secret of NIMH ,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,8w9,Rowf,   The Plague Dogs ,https://www.personality-database.com/profile_images/95081.png?=undefined,8,9
ISTJ,6w5,George Banks,   Father of the Bride ,https://www.personality-database.com/profile_images/100785.png?=undefined,6,5
ISTJ,8w9,Rebenga,   Scarface ,https://www.personality-database.com/profile_images/145396.png?=undefined,8,9
ISTJ,2w3,M'Lynn Eatenton,   Steel Magnolias ,https://www.personality-database.com/profile_images/148903.png?=undefined,2,3
ISTJ,1w9,Bill,   The Sandlot ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,8w9,Boss Godfrey,   Cool Hand Luke ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,1w9,Kosaku Ito,   My Teacher / Suki ni Natte mo Ii Desuka? ,https://www.personality-database.com/profile_images/141645.png?=undefined,1,9
ISTJ,8w9,Chief Chirpa,   Star Wars,https://www.personality-database.com/profile_images/82019.png?=undefined,8,9
ISTJ,6w5,Claude Hooper Bukowski,   Hair ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Louis Dega,   papillon ,https://www.personality-database.com/profile_images/178924.png?=undefined,6,5
ISTJ,6w5,Sheriff Leigh Brackett,   Halloween ,https://www.personality-database.com/profile_images/116708.png?=undefined,6,5
ISTJ,1w2,Jenny Parker,   Adventures in Babysitting,https://www.personality-database.com/profile_images/198368.png?=undefined,1,2
ISTJ,6w5,Karsh WarBurton,   Twitches ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,2w3,Herr Von Potzdorf (Minister of Police),   Barry Lyndon ,https://www.personality-database.com/profile_images/112914.png?=undefined,2,3
ISTJ,6w5,Abbot Cellach,   The Secret of Kells ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,5w6,Owl,   Christopher Robin ,https://www.personality-database.com/profile_images/173588.png?=undefined,5,6
ISTJ,6w5,Tom Sherbourne,   The Light Between Oceans ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,8w9,Leonard,   North By Northwest ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,6w5,Oliver Chamberlin(The Worlds End),   The Cornetto Trilogy,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,9w1,GERTY,   Moon ,https://www.personality-database.com/profile_images/95705.png?=undefined,9,1
ISTJ,8w7,Nurse Noakes,   Cloud Atlas,https://www.personality-database.com/images/profile_transparent.png,8,7
ISTJ,5w6,Daultay Dofine,   Star Wars,https://www.personality-database.com/profile_images/81988.png?=undefined,5,6
ISTJ,6w5,Ted Kramer,   Kramer vs. Kramer,https://www.personality-database.com/profile_images/144343.png?=undefined,6,5
ISTJ,7w8,Hugh,   It Follows ,https://www.personality-database.com/profile_images/203961.png?=undefined,7,8
ISTJ,6w5,Bonnie's mom,   Toy Story ,https://www.personality-database.com/profile_images/178224.png?=undefined,6,5
ISTJ,6w5,India Wilkes,   Gone with the Wind ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w2,Nurse Wilson,   Return to Oz ,https://www.personality-database.com/profile_images/29652.png?=undefined,1,2
ISTJ,5w6,Dr. Josef Klempere,   Suspiria ,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,6w5,Upson Pratt,   Creepshow ,https://www.personality-database.com/profile_images/86397.png?=undefined,6,5
ISTJ,1w9,Zara Young,   Jurassic Park / Jurassic World,https://www.personality-database.com/profile_images/101594.png?=undefined,1,9
ISTJ,1w9,Hürrem Hoca,   Hababam Sınıfı ,https://www.personality-database.com/profile_images/64020.png?=undefined,1,9
ISTJ,1w9,Kaspar Kordes,   Klass ,https://www.personality-database.com/profile_images/115973.png?=undefined,1,9
ISTJ,9w1,Oppo Rancisis,   Star Wars,https://www.personality-database.com/profile_images/81984.png?=undefined,9,1
ISTJ,9w8,Soundwave,   Transformers ,https://www.personality-database.com/images/profile_transparent.png,9,8
ISTJ,6w5,Lieutenant Gorman,   Alien,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w2,Madril,   The Lord of the Rings,https://www.personality-database.com/profile_images/130822.png?=undefined,1,2
ISTJ,9w1,Aparna,   The World Of Apu ,https://www.personality-database.com/profile_images/142180.png?=undefined,9,1
ISTJ,6w7,Harriet Michaels,   So I Married an Axe Murderer ,https://www.personality-database.com/profile_images/4813.png?=undefined,6,7
ISTJ,1w2,Penny,"   O Brother, Where Art Thou? ",https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,1w9,George Farber,   Funny Games ,https://www.personality-database.com/profile_images/55369.png?=undefined,1,9
ISTJ,4w5,Mr. Wing,   Gremlins 2: The New Batch,https://www.personality-database.com/profile_images/206742.png?=undefined,4,5
ISTJ,5w6,Frank Forster,   Gremlins 2: The New Batch,https://www.personality-database.com/profile_images/206744.png?=undefined,5,6
ISTJ,9w1,Melvin,   Chicken Little ,https://www.personality-database.com/profile_images/85614.png?=undefined,9,1
ISTJ,1w9,Joe Paxton,   The Proposal ,https://www.personality-database.com/profile_images/198921.png?=undefined,1,9
ISTJ,6w7,The Man Upstairs,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png,6,7
ISTJ,1w9,Earl McGraw,   Death Proof ,https://www.personality-database.com/profile_images/190771.png?=undefined,1,9
ISTJ,1w9,Vivien,   Level 16,https://www.personality-database.com/profile_images/177215.png?=undefined,1,9
ISTJ,1w2,Rev. Shaw Moore,   Footloose ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,8w7,David Moreau,   Black Swan ,https://www.personality-database.com/profile_images/200571.png?=undefined,8,7
ISTJ,3w4,Karen Crowder,   Michael Clayton ,https://www.personality-database.com/profile_images/152227.png?=undefined,3,4
ISTJ,6w5,Passel Argente,   Star Wars,https://www.personality-database.com/profile_images/82000.png?=undefined,6,5
ISTJ,6w5,Alisdair Stewart,   The Piano ,https://www.personality-database.com/profile_images/11361.png?=undefined,6,5
ISTJ,5w4,Jason Voorhees (Freddy Vs Jason),   Friday the 13th ,https://www.personality-database.com/images/profile_transparent.png,5,4
ISTJ,6w5,1967 Parole Hearings Man,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w9,1957 Parole Hearings Man,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,6w5,Guard Dekins,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,8w7,Hole Guard,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,8,7
ISTJ,8w7,Bullhorn Tower Guard,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,8,7
ISTJ,1w9,1954 Food - Way Manager,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,6w5,1966 D. A.,   The Shawshank Redemption ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Eugene Felsnick,   Grease ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,9w8,Tony Mendez,   Argo ,https://www.personality-database.com/profile_images/112512.png?=undefined,9,8
ISTJ,8w9,Richard Detmer,   Chronicle ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,6w5,Aditya Kashyup,   Jab We Met ,https://www.personality-database.com/profile_images/179621.png?=undefined,6,5
ISTJ,1w2,Memphis,   Happy Feet ,https://www.personality-database.com/profile_images/63935.png?=undefined,1,2
ISTJ,1w9,joyless,   Spies in Disguise ,https://www.personality-database.com/profile_images/138412.png?=undefined,1,9
ISTJ,5w6,Ward Phillips,   Color Out of Space,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,1w2,Bagheera (2016),   The Jungle Book ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w5,Henry,   Henry: Portrait of a Serial Killer,https://www.personality-database.com/profile_images/189066.png?=undefined,6,5
ISTJ,1w2,Verona,   Van Helsing ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w5,Bae Su-mi,   A Tale of Two Sisters ,https://www.personality-database.com/profile_images/62914.png?=undefined,6,5
ISTJ,1w9,Inspector Walter Cobb,   Die Hard,https://www.personality-database.com/profile_images/106335.png?=undefined,1,9
ISTJ,5w4,Dr. Isak Borg,   Wild Strawberries ,https://www.personality-database.com/profile_images/157510.png?=undefined,5,4
ISTJ,6w5,"Gordon ""Fletch"" Fletcher",   Minority Report ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w7,Alex,   The Road Within ,https://www.personality-database.com/images/profile_transparent.png,6,7
ISTJ,6w5,Ian,   Flight of the Phoenix ,https://www.personality-database.com/profile_images/77213.png?=undefined,6,5
ISTJ,6w5,Henry Swinton,   A.I. Artificial Intelligence ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,1w2,Terrill,   The Outlaw Josey Wales ,https://www.personality-database.com/profile_images/110860.png?=undefined,1,2
ISTJ,1w9,Earl McGraw,   Planet Terror ,https://www.personality-database.com/profile_images/85638.png?=undefined,1,9
ISTJ,9w8,Earl Bassett,   Tremors,https://www.personality-database.com/profile_images/75093.png?=undefined,9,8
ISTJ,1w9,Mr. Electricidad,   The Adventures of Sharkboy and Lavagirl ,https://www.personality-database.com/profile_images/65707.png?=undefined,1,9
ISTJ,4w3,Gael,   The Chronicles of Narnia ,https://www.personality-database.com/profile_images/53278.png?=undefined,4,3
ISTJ,1w9,Kapitenleutnant,   Das Boot ,https://www.personality-database.com/images/profile_transparent.png,1,9
ISTJ,6w5,Alfie Stevenson,   This Beautiful Fantastic ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Sergeant Tibbs,   One Hundred and One Dalmatians ,https://www.personality-database.com/profile_images/92088.png?=undefined,6,5
ISTJ,1w2,The Machine Man,   Metropolis ,https://www.personality-database.com/profile_images/24136.png?=undefined,1,2
ISTJ,6w7,Major Asshole,   Spaceballs ,https://www.personality-database.com/images/profile_transparent.png,6,7
ISTJ,6w5,Hua Mulan,   Hua Mulan ,https://www.personality-database.com/profile_images/194847.png?=undefined,6,5
ISTJ,2w1,Sheriff Lee Brackett,   Halloween ,https://www.personality-database.com/profile_images/156690.png?=undefined,2,1
ISTJ,1w9,Mr. Hand,   Fast Times at Ridgemont High ,https://www.personality-database.com/profile_images/59645.png?=undefined,1,9
ISTJ,5w6,Sergeant Warren Reed,   RoboCop,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,6w5,John Harper,   The Night of the Hunter ,https://www.personality-database.com/profile_images/140916.png?=undefined,6,5
ISTJ,1w2,Audury,   National Lampoon's Vacation ,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w5,Sheriff Doug Barnum,   Powder ,https://www.personality-database.com/profile_images/134327.png?=undefined,6,5
ISTJ,6w5,Gerry Harding,   Jurassic Park / Jurassic World,https://www.personality-database.com/profile_images/101615.png?=undefined,6,5
ISTJ,5w6,Soo-ah,   Be With You,https://www.personality-database.com/profile_images/141702.png?=undefined,5,6
ISTJ,6w5,Narayan Shankar,   Mohabbatein ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,2w1,Pedro Ceniza,   The Ninth Gate ,https://www.personality-database.com/profile_images/10215.png?=undefined,2,1
ISTJ,3w4,Lisa Luder,   Romy and Michele's High School Reunion ,https://www.personality-database.com/profile_images/132949.png?=undefined,3,4
ISTJ,1w2,Gabe,   Little Manhattan,https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,6w7,Tick Wills,   Southpaw ,https://www.personality-database.com/profile_images/124979.png?=undefined,6,7
ISTJ,6w5,Tom,   The Party ,https://www.personality-database.com/profile_images/145045.png?=undefined,6,5
ISTJ,8w9,Lenka Fafková,   Anthropoid ,https://www.personality-database.com/profile_images/187815.png?=undefined,8,9
ISTJ,5w4,Dr. Naehring,   Shutter Island ,https://www.personality-database.com/profile_images/147662.png?=undefined,5,4
ISTJ,6w5,Tim,   The Wrong Missy ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,5w6,Dynomutt,   Scoob! ,https://www.personality-database.com/images/profile_transparent.png,5,6
ISTJ,5w4,Sly Moore,   Star Wars,https://www.personality-database.com/profile_images/81995.png?=undefined,5,4
ISTJ,1w2,Elgie Branch,"   Where’d You Go, Bernadette ",https://www.personality-database.com/images/profile_transparent.png,1,2
ISTJ,5w4,Dr. Everett V. Scott,   The Rocky Horror Picture Show ,https://www.personality-database.com/profile_images/9273.png?=undefined,5,4
ISTJ,6w7,Shu Mai,   Star Wars,https://www.personality-database.com/profile_images/82002.png?=undefined,6,7
ISTJ,9w8,Roeder,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/190449.png?=undefined,9,8
ISTJ,2w1,Jimmy,   Karate Kid ,https://www.personality-database.com/profile_images/115765.png?=undefined,2,1
ISTJ,5w4,Non,   Superman,https://www.personality-database.com/profile_images/29474.png?=undefined,5,4
ISTJ,6w5,John Wilkes,   Gone with the Wind ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,2w1,Edward Ruddy,   Network ,https://www.personality-database.com/profile_images/126737.png?=undefined,2,1
ISTJ,3w2,Salomé,   Bye Bye Brazil,https://www.personality-database.com/images/profile_transparent.png,3,2
ISTJ,1w9,Mika,   Night on Earth ,https://www.personality-database.com/profile_images/82957.png?=undefined,1,9
ISTJ,1w2,César,   Central Station ,https://www.personality-database.com/profile_images/122628.png?=undefined,1,2
ISTJ,1w9,George Parker,   Pleasantville ,https://www.personality-database.com/profile_images/161176.png?=undefined,1,9
ISTJ,6w5,Cesar,   Blow ,https://www.personality-database.com/images/profile_transparent.png,6,5
ISTJ,6w5,Vivian Jaffe,   I Heart Huckabees ,https://www.personality-database.com/profile_images/164828.png?=undefined,6,5
ISTJ,8w9,Ujio,   The Last Samurai ,https://www.personality-database.com/images/profile_transparent.png,8,9
ISTJ,6w5,Benjamín Espósito,   El secreto de sus ojos,https://www.personality-database.com/images/profile_transparent.png,6,5
